grecord_,name,kgra,wellspring,api,waringno,country,state,county,latitude,longitude,t,r,sec,qsections,bmeridian,mreference,geoprovinc,localityin,sourcetype,pcollect,samplenum,cdate,collector,blank,deposits,treatment,lithology,sampleinfo,sampleinfa,adate,analyst,units,ameas,temp,dtemp,flow,amtemp,depth,gradient,whpressure,pressure1,pressure2,pressure3,steamflow,tflowenth,ph,phtemp,gravity,conductanc,alkalinity,tds,tss,ag,al,as,au,b,ba,be,bi,br,ca,camg,cd,cl,co,co3,cr,cs,cu,f,fe3,fetotal,ga,ge,hco3,hg,h2s,i,k,li,mg,mn,mo,na,nak,nb,nh4,ni,no3,pb,po4,rb,s,sb,sc,se,sio2,sn,so4,sr,ta,ti,u,v,w,zn,dwater,owater18,oso418,sh2s34,sh2s34rev,c13co2,tritium,c14ofc02,otheradata,qualifinfo,reference,rorganizat
219,CLEAR CREEK AREA,,,,,UNITED STATES,ALASKA,,64-51.00 N,162-18.00 W,07S,018W,27,SW,,SOLOMON D-1 1:63360,SEWARD PENINSULA,26 KM NORTH OF ELIM; SOUTH OF EAST FLOWING TRIBUTARY,SPRING,,6,,,L/MIN,,,"SPRINGS ARE IN QUARTZ MONZONITE OF ""DARBY PLUTON"", LESS THAN 400 METERS FROM CONTACT WITH DEVONIAN L",,,1974/00/00,,MG/L,,67.0,,90.0,,,,,,,,,,9.43,,,,,,,,,,,0.2,,,,,5.6,,,4.9,,,,,,,,,,,34.0,,,,1.4,,0.06,,,54.0,,,,,,,,,,,,,,,25.0,,,,,,,,-119.0,-15.6,,,,,,,,,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
21472,CLEAR CREEK AREA,,,,,UNITED STATES,ALASKA,,64-51.00 N,162-18.00 W,07S,018W,27,SW,,SOLOMON D-1 1:63360,,16 MILES NORTH OF ELIM.,SPRING,,6,,,,,,"SPRINGS ARE IN QUARTZ MONZONITE OF ""DARBY PLUTON"" NEAR (LESS THAN 400M) FROM CONTACT WITH DEVONIAN L",,,,"BARNES, R.B.",MG/L,,67.0,,,,,,,,,,,,9.43,,,,,,,,,,,0.2,,,,,5.6,,,4.9,,34.0,,,,,,,,,34.0,,,,1.4,,0.06,,,54.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
1919,COLD BAY,,,,,UNITED STATES,ALASKA,,55-13.3  N,162-24.7  W,57S,087W,,,,"COLD BAY 1:250,000",,,SPRING,,,7/6/80,,L/MIN,,,,,,,,MG/L,,53.6,,100.0,,,,,,,,,,6.7,,,4650.0,,,,,,,,25.0,,,,,162.0,,,1370.0,,,,,,0.67,,,,,248.0,,,,16.0,,5.7,,,751.0,,,,,,,,,,,,,125.0,,14.0,,,,,,,,,,,,,,,,,,"MOTYKA IND MOORMAN, 1981",U.S. GEOLOGICAL SURVEY
45067,COLORADO OIL AND GAS COREHOLE NO. 1,,,,,UNITED STATES,ALASKA,,59-33.95 N,139-31.43 W,27S,035E,20,SE OF SW OF NE,,"YAKUTAT 1:250000, C-5 1:63360",,,WELL,,,1961/06/02,,,,,,USED AS A WATER WELL.,,,,,,33.3,981.0,,,985.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
21495,COPPER CENTER - UNNAMED SPRING,,,,,UNITED STATES,ALASKA,,,,,,,,,,,2.5 MILES NE OF COPPER CENTER.,SPRING,,18,1960/07/13,"GRANTZ, A.",,,,,,,,"WHITEHEAD, H.C.",PPM,,,,,,,,,,,,,,6.8,,,,,23356.0,,,,,,,,,,,3040.0,,,14500.0,,,,,,,,,,,65.0,,,,33.0,,14.0,,,5910.0,,,,,,,,,,,,,18.0,,8.9,,,,,,,,,,,,,,,,"GAS:SAMPLE COLLECTED 1960/08/07: PROPANE = 0.01 %, TRACE OF CYCLOPENTANE, TRACE OF HECTANES +.",,"GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
21494,COPPER CENTER - HUDDLESTON WELL,,,,,UNITED STATES,ALASKA,,,,,,,,,VALDEZ 1:250000,,NEAR COPPER CENTER.,WELL,,17,1959/09/24,"HUDDLESTON, N. (OWNER)",,,,,,,,"QUALITY OF WATER BRANCH, U.S.G",PPM,,,,,,,,,,,,,,7.4,,,,,846.0,,,,,,,,,,,77.0,,,280.0,,,,,,,,,,,407.0,,,,5.0,,27.0,,,196.0,,,,,,,,,,,,,46.0,,15.0,,,,,,,,,,,,,,,,,,"GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
21464,COPPER RIVER BASIN - UNNAMED SEEP,,,,,UNITED STATES,ALASKA,,,,,,,,,GULKANA A-3 1:63360,,E-NE OF GULKANA AIRFIELD.,SPRING,,,1955/26/05,"NICHOLS,D.R.",,,,,,,,"QUALITY OF WATER BRANCH, U.S.G",PPM,,,,,,,,,,,,,,,,,16400.0,,8990.0,,,,,,,,,,,2080.0,,,5680.0,,,,,,,,,,,226.0,,,,,,392.0,,,,670.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,"NICHOLS AND YEHLE, 1961; GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
21463,COPPER RIVER BASIN - UNNAMED WELL,,,,,UNITED STATES,ALASKA,,62-09.   N,145-27.   W,04N,001W,,,COPPER RIVER,,,NEAR GULKANA AIRFIELD.,WELL,,12,1954/12/28,"ALASKA DISTRICT,CORPS OF ENGIN",,,,,,,,"WHETSTONE, G.W.",PPM,,,,,,107.8,,,,,,,,7.4,,,,,10200.0,,,,,,,,,,,1900.0,,,6470.0,,,,,,,,2.2,,,53.0,,,,44.0,,520.0,,,1150.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,"NICHOLS AND YEHLE, 1961; GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
45032,CRAIG HOT SPRINGS (DALTON HOT SPRINGS),,,,,UNITED STATES,ALASKA,,55-20.04 N,133-38.46 W,75S,077E,24,,,CRAIG 1:250000,03,"INACCURATE LOCATION, BUT NEAR TOWN OF CRAIG.",SPRING,,,1924/08/18,,,,,,PEOPLE OF CRAIG PLANNED TO USE THE SPRINGS FOR A BATH.,,,,MG/L,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,8.4,,16.0,,,,,,0.02,,,24.0,,,,,,1.5,,,30.0,,,,,,,,,,,,,57.0,,20.0,,,,,,,,,,,,,,,,,,"*WARING, G.A., USGS",UNIVERSITY OF ALASKA
21475,DIVISION BM HOT SPRINGS,,,,3,UNITED STATES,ALASKA,,66-22.02 N,156-46.02 W,,,,,,SHUNGNAK 1:250000,02,38 MILES SOUTH OF KOBUK ON NORTH SIDE OF PURCELL MTN; LARGE OPEN MEADOW 200 YDS BY 1000 YDS AT THE S,SPRING,,11,,,,,,SPRINGS ARE IN LOWER CRETACEOUS ANDESITE NEAR PROMINENT N70W TRENDING LINEAMENT AND ABOUT 1.5 MILES,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEMP ESTIMATED AT 50-60 DEGREES C.,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
21476,DULBI HOT SPRINGS,,,,,UNITED STATES,ALASKA,,65-16.02 N,155-16.80 W,,,,,,MELOZITNA B-5 1:63360,,"19.5 MILES N61W OF MELOZI SPRINGS, IN A SMALL CLEARING ALONG WEST SIDE OF SOUTH-FLOWING TRIBUTARY TO",SPRING,,16,,,,,,SPRINGS OCCUR IN HORNFELSIC GRAYWACKE AND MUDSTONE OF CRETACEOUS AGE.,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEMP ESTIMATED AT 50-60 DEGREES C. NO CHEM ANALYSIS AVAILABLE.,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
239,EAST COLD BAY - UNNAMED HOT SPRING,,,,,UNITED STATES,ALASKA,,55-13.02 N,162-28.98 W,57S,088W,,,,COLD BAY 1:250000,,9L MILE EAST OF COLD BAY; 6.9 MILES W-NW OF MT DUTTON.,SPRING,,64,,,,,,,,,,,MG/L,,54.0,,,,,,,,,,,,7.5,,,,,,,,,,,32.0,,,,,229.0,,,1390.0,,,,,,0.1,,9.9,,,694.0,,,,34.0,1.5,7.0,,,780.0,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,"MILLER, 1973",U.S. GEOLOGICAL SURVEY
45045,ECHOOKA R.  WEST SPRING,,,,,UNITED STATES,ALASKA,,69-15.58 N,147-22.83 W,02S,020E,19,SE OF NW OF NE,,SAGAVANIRKTOK B-2 1:63360,,,SURFACE,,,1973/05/10,,L/MIN,,,,"BELOW 20 DEGREES C. CUT-OFF, BUT YEAR-ROUND FLOW FROM PERMAFROST INDICATES CONSIDERABLE GEOTHERMAL ENERGY.",,,,MG/L,CACO3,7.0,,37376.0,,,,,,,,,,7.9,,,257.0,107.0,143.0,,,,,,,,,,,36.0,,,1.3,,,,,,0.3,,0.05,,,131.0,,,,0.2,,9.8,,,1.3,,,,,0.03,,,,,,,,5.8,,24.0,,,,,,,,,,,,,,,,,NO3 = NO3 + NO4.,"CHILDERS AND OTHERS, 1977",UNIVERSITY OF ALASKA
1918,EGG ISLAND,,,,,UNITED STATES,ALASKA,,54-56.1  N,162-54.6  W,60S,090W,,,,"FALSE PASS D-3, 1:63,360",,,SPRING,,,8/21/80,,L/MIN,,,,,,,,MG/L,,50.6,,,,,,,,,,,,7.66,,,12300.0,,,,,,,,33.0,,,,,869.0,,,4505.0,,,,,,0.37,,,,,67.0,,,,18.0,,6.2,,,2030.0,,,,,,,,,,,,,47.0,,27.0,,,,,,,,,,,,,,,,,,"MOTYKA AND MOORMAN, 1981",U.S. GEOLOGICAL SURVEY
45152,EKALUAKAT R.  SPRING,,,,,UNITED STATES,ALASKA,,69-35.35 N,142-18.00 W,,,,,,DEMARCATION POINT C-3 1:63360,,,SURFACE,,,1975/04/22,,L/MIN,,,,"BELOW 20 DEGREES C. CUT-OFF, BUT YEAR-ROUND FLOW FROM PERMAFROST INDICATES CONSIDERABLE GEOTHERMAL ENERGY.",,,,MG/L,,6.4,,8664.0,,,,,,,,,,7.9,,,350.0,,,,,,,,,,,,,,69.0,,3.6,,,,,,0.4,,,,,165.0,,,,,,4.5,,,0.6,,,,,0.07,,,,,,,,3.9,,25.0,,,,,,,,,,,,,,,,,,"CHILDERS AND OTHERS, 1977",UNIVERSITY OF ALASKA
1916,FALSE PASS,,,,,UNITED STATES,ALASKA,,54-55.8  N,163-14.4  W,61S,093W,,,,"FALSE PASS 1: 250,000",,,SPRING,,,7/2/80,,L/MIN,,,,,,,,MG/L,,62.2,,225.0,,,,,,,,,,8.44,,,375.0,,,,,,,,1.5,,,,,20.0,,,53.0,,,,,,0.3,,,,,45.0,,,,2.6,,0.01,,,51.0,,,,,,,,,,,,,63.0,,47.0,,,,,,,,,,,,,,,,,,"MOTYKA AND MOORMAN, 1981",U.S. GEOLOGICAL SURVEY
45046,FARMS RED SHIRT LAKE NO. 1 OIL WELL,,,,,UNITED STATES,ALASKA,,61-38.53 N,150-05.72 W,18N,005W,24,NW OF NE OF NE,,"TYONEK 1:250000, C-1 1:63360",02,,WELL,,,1968/12/13,,,,,DRILLED TO JURASSIC GRANITE.,NO RECORD OF ANY FLUIDS.,,,,,,76.7,,,,632.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
45038,FLOOD CREEK SPRING,,,,,UNITED STATES,ALASKA,,68-58.66 N,147-51.50 W,05S,018E,28,SE OF NE OF SW,,PHILLIP SMITH MTNS D-2 1:63360,,,SURFACE,,,1973/05/10,,L/MIN,,,,"BELOW 20 DEGREES C. CUT-OFF, BUT YEAR-ROUND FLOW FROM PERMAFROST INDICATES CONSIDERABLE GEOTHERMAL ENERGY.",,,,MG/L,CACO3,8.5,,141008.7,,,,,,,,,,8.2,,,240.0,112.0,137.0,,,,,,,,,,,38.0,,,1.3,,,,,,0.6,,0.03,,,136.0,,,,0.1,,8.8,,,0.4,,,,,,,,,,,,,6.3,,14.0,,,,,,,,,,,,,,,,NITRATE + NITRITE = 0.05 MG/L; P = NONE.,,"CHILDERS AND OTHERS, 1977",UNIVERSITY OF ALASKA
45039,FLOOD CREEK SPRING,,,,,UNITED STATES,ALASKA,,68-58.66 N,147-51.50 W,05S,018E,28,SE OF NE OF SW,,PHILLIP SMITH MTNS D-2 1:63360,,,SURFACE,,,1975/04/20,,L/MIN,,,,ANOTHER SAMPLE FROM SPRING NO. 45038,,,,MG/L,,7.2,,91740.6,,,,,,,,,,8.0,,,222.0,,,,,,,,,,,,,,52.0,,0.9,,,,,,0.4,,,,,131.0,,,,0.5,,,,,0.3,,,,,,,0.01,,,,,,5.3,,11.0,,,,,,,,,,,,,,,,NITRATE + NITRITE = 0.05 MG/L.,,"CHILDERS AND OTHERS, 1977",UNIVERSITY OF ALASKA
21492,GAKONA - UNNAMED SPRING,,,,,UNITED STATES,ALASKA,,,,,,,,,,,IN RIVER BLUFF NEAR GAKONA.,SPRING,,14,1958/09/23,"FERRIANS, O.J.JR",,,,,,,,"QUALITY OF WATER BRANCH, U.S.G",PPM,,,,,,,,,,,,,,7.8,,,,,761.0,,,,,,,,,,,91.0,,,90.0,,,,,,,,,,,458.0,,,,8.4,,50.0,,,100.0,,,,,,,,,,,,,32.0,,161.0,,,,,,,,,,,,,,,,,,"GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
45016,"GAS ROCKS HOT SPRING NEAR KANATAK, NO. AKRG 4013S",,,,56,UNITED STATES,ALASKA,,57-51.90 N,156-29.94 W,27S,044W,09,NW OF SW,,"UGASHIK 1:250000, D-2 1:63360",01,ON GAS ROCKS PENINSULA,SPRING,,CQ135GM77,1977/08/25,"MCCOY, GEORGE  USGS",L/MIN,,,,ONE OF SEVERAL SPRINGS ON THE GAS ROCKS PENINSULA.  SHOULD BE PUBLISHED IN 1977 ANNUAL REPORT.,,,,MG/L,,52.8,,57.0,,,,,,,,,,5.9,,,65850.0,,,,,,,,360.0,,,,92.0,1500.0,,,32000.0,,,,3.6,,0.13,,,,,1240.0,,1.7,5.0,450.0,44.0,460.0,,,17700.0,,,17.0,,,,,2.1,,,,,120.0,,140.0,,,,,,,,-37.9,0.42,,,,,,,,,"BARNES AND MCCOY, 1979",UNIVERSITY OF ALASKA
201,GEYSER BIGHT - THERMAL SPRING G1,,,,41,UNITED STATES,ALASKA,,53-13.38 N,168-28.62 W,,,,,,UMNAK 1:250000,,3.5 MILES SE OF GEYSER BIGHT; SOUTH OF INANUDAK BAY.,SPRING,,,1946/08/17,,L/MIN,,,,,,,,PPM,,100.0,,258.0,,,,,,,,,,7.5,,,,,1741.0,,,,0.005,,24.69,,,,,15.0,,,569.0,,33.0,,,,1.9,,0.5,,,,,,,33.0,3.0,0.1,,,441.0,,,0.1,,,,,,,,,,303.0,,160.0,,,,,,,,,,,,,,,,ASO4 = 0.1 PPM; SBO3 = NONE; B2O3 = 159. PPM.,AS CALCULATED FROM ASO4; BORON CALCULATED FROM B2O3;CO3 BY DIRECT TITRATION.,"BYERS AND BRANNOCK, 1949",U.S. GEOLOGICAL SURVEY
21452,GEYSER BIGHT - THERMAL SPRING H1,,,,41,UNITED STATES,ALASKA,,53-12.78 N,168-27.78 W,,,,,,UMNAK 1:250000,,4.5 MILES SE OF GEYSER BIGHT.,SPRING,,4,1946/08/17,,,,,,,,,,PPM,,101.0,,,,,,,,,,,,6.9,,,,,1365.0,,,0.5,3.83,,24.38,,,,,40.0,,,482.0,,10.0,,,,1.2,,0.1,,,29.0,,,,18.0,2.0,0.2,,,350.0,,,0.1,,,,,,,,,,150.0,,130.0,,,,,,,,,,,,,,,,ASO4 = 7.1 PPM; B2O3 = 157. PPM.,"AL, FE, AND NH4 VALUES ARE DETECTION LIMITS, THESE MIGHT NOT BE PRESENT; BORON CALCULATED FROM B2O3,","BYERS AND BRANNOCK, 1949",U.S. GEOLOGICAL SURVEY
221,GRANITE MOUNTAIN - SWEEPSTAKES HOT SPRINGS,,,,8,UNITED STATES,ALASKA,,65-22.2  N,161-15.4  W,01S,013W,25,NW OF SW,,CANDLE B-5 1:63360,YUKON - KOYUKUK,65 KM SE OF CANDLE; 4.3 MILES S-SW OF GRANITE MTN. SPRING IS ON THE WEST SIDE OF SPRING CREEK ABOUT,SPRING,,7,,,,,,"SPRINGS ARE IN SMALL SATELLITIC STOCK OF MAFIC NEPHELINE SYENITE, ABOUT 1.5KM SOUTH OF ""GRANITE MTN",,,,"WILLEY, L.M. AND PRESSER, T.S.",PPM,,49.0,,,,,,,,,,,,10.1,,,,,,,,0.094,,,0.13,,,,,2.0,,,9.3,,,,,,8.2,,,,,45.7,,,,1.3,0.04,0.04,,,51.0,,,,,,,,,,,,,75.0,,62.0,,,,,,,,-116.0,-15.7,,,,,,,,,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
21473,GRANITE MOUNTAIN  (SWEEPSTAKES),,,,8,UNITED STATES,ALASKA,,65-22.02 N,161-15.00 W,,,,,,CANDLE B-5 1:63360,02,"65 KM SE OF CANDLE ON SOUTH SIDE OF GRANITE MTN. SPRING IS ON WEST SIDE OF ""SPRING CREEK"" ABOUT 15M",SPRING,,7,,,,,,"SPRINGS ARE IN SMALL SATELLITIC STOCK OF MAFIC NEPHELINE SYENITE ABOUT 1.5 KM SOUTH OF ""GRANITE MTN",,,,"RAPP, J.B.",MG/L,,49.0,,,,,,,,,,,,9.55,,,,,,,,0.2,,,0.22,,,,,1.8,,,6.4,,,,,,,,0.01,,,90.0,,,,1.9,,0.05,,,67.0,,,,,,,,,,,,,69.0,,50.3,,,,,,,,,,,,,,,,,,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
45073,GREAT BASINS UGASHIK NO. 1,,,,,UNITED STATES,ALASKA,,57-25.57 N,157-44.27 W,32S,052W,08,SW OF SE,,"UGASHIK 1:250000, B-6 1:63360",,,WELL,,,1966/08/22,,,,,,,,,,,,92.2,,,,2888.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
21456,GREAT SITKIN ISLAND - FUMAROLE 4,,,,,UNITED STATES,ALASKA,,,,,,,,,ADAK 1:250000,,"50 FT SE OF FUMAROLE 3; BOTTOM OF GULLY NEXT TO ""BIG FOX CREEK"", AT THE BEND.",FUMAROLE,,4,1946/09/00,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO2 = 0.8.,,"BYERS AND BRANNOCK, 1949",U.S. GEOLOGICAL SURVEY
21455,GREAT SITKIN ISLAND - FUMAROLE 3,,,,,UNITED STATES,ALASKA,,52-02.6  N,176-06.5  W,,,,,,ADAK 1:250000,,"190 FT NE OF FUMAROLE 1, BOTTOM OF GULLY NEXT TO ""BIG FOX CREEK"", NW OF THE BEND.",FUMAROLE,,3,1946/09/00,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H = 0.2%.,,"BYERS AND BRANNOCK, 1949",U.S. GEOLOGICAL SURVEY
21454,GREAT SITKIN ISLAND - FUMAROLE 2,,,,,UNITED STATES,ALASKA,,52-02.6  N,176-06.5  W,,,,,,ADAK 1:250000,,"150 FT SOUTH OF FUMAROLE 1, 6-8 FT ABOVE BOTTOM OF GULLY.",FUMAROLE,,2,1946/09/00,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TENTHS UNCERTAIN.,,"BYERS AND BRANNOCK, 1949",U.S. GEOLOGICAL SURVEY
21453,GREAT SITKIN ISLAND - FUMAROLE 1,,,,,UNITED STATES,ALASKA,,52-02.6  N,176-06.5  W,,,,,,ADAK 1:250000,,"3.5 MILES S-SE OF ""GREAT SITKIN VOLCANO"", ON A LOW ROUNDED KNOLL 260 FT WEST OF ""BIG FOX CREEK""; JUS",FUMAROLE,,1,1946/09/00,,,,,DOMINANT ROCK IS A BRECCIA OF PORPHYRITIC VOLCANICS.,"THE AREA IS PEPPERED WITH SMALL THERMAL SPRINGS, MUD POTS, AND TINY FUMAROLES.",,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO2 = 0.1.,,"BYERS AND BRANNOCK, 1949",U.S. GEOLOGICAL SURVEY
45075,GULF PORT HEIDEN UNIT NO. 1,,,,,UNITED STATES,ALASKA,,56-58.02 N,158-41.12 W,37S,059W,20,SE OF NE,,"CHIGNIK 1:250000, D-3 1:63360",,BOTTOM 272 FT NORTH AND 1034 FT WEST OF SURFACE.  BOTTOM OFFSHORE,WELL,,,1972/09/10,,,,,,,,,,,,138.9,,,,4578.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
45074,GULF SANDY RIVER FEDERAL NO. 1,,,,,UNITED STATES,ALASKA,,56-12.87 N,160-10.33 W,46S,070W,10,SW OF NE,,"CHIGNIK 1:250000, A-7 1:63360",,,WELL,,,1963/11/28,,,,,,,,,,,,131.1,,,,3989.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
21489,GULKANA - B. DYKES WELL,,,,,UNITED STATES,ALASKA,,,,,,,,,,,NEAR MILE 117 ON RICHARDSON HIGHWAY; SOUTH OF GULKANA AIRPORT.,WELL,,,1951/08/06,"DYKES, B.",,,,,,,,"LARSEN, B.C.",PPM,,,,,,98.0,,,,,,,,,,,,,3830.0,,,,,,,,,,,693.0,,,2300.0,,,,,,,,,,,201.0,,,,,,204.0,,,,429.0,,,,,,,,,,,,47.0,,15.0,,,,,,,,,,,,,,,,,,"GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
21490,GULKANA AIRFIELD WELL,,,,,UNITED STATES,ALASKA,,62-09.   N,145-28.   W,04N,001W,,W1/2,COPPER RIVER,GULKANA A-3 1:63360,02,AT GULKANA AIRFIELD.,WELL,,12,1945/00/00,"ERICKSON, A.E., CIVIL AERONAUT",,,,,LAT/LONG ARE APPROXIMATE.,,,"THERIAULT, A.",PPM,,,,,,,,,,,,,,6.6,,,,,23900.0,,,,,,,,,,,4780.0,,,15400.0,,,,,,,,,,,84.0,,,,82.0,,984.0,,,2630.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,"GRANTZ AND OTHERS, 1962",U.S. GEOLOGICAL SURVEY
45052,HALBOUTY FRITZ CREEK OIL WELL,,,,,UNITED STATES,ALASKA,,59-41.37 N,151-19.87 W,06S,012W,04,NE OF SE OF NW,,"SELDOVIA 1:250000, C-4 1:63360",,,WELL,,,1963/03/02,,,,,,BRACKISH WATER(?) ABOVE 3580FT.,,,,,,50.0,,,,1157.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
45071,HALBOUTY KING OIL,,,,,UNITED STATES,ALASKA,,60-43.57 N,150-54.78 W,07N,009W,06,NE OF SE,,"KENAI 1:250000, C-3 1:63360",,,WELL,,,1959/05/04,,,,,,,,,,,,62.2,,,,3456.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*ALASKA DIVISION OF OIL AND GAS, UNPUBLISHED DATA",UNIVERSITY OF ALASKA
21474,HAWK RIVER,,,,,UNITED STATES,ALASKA,,66-13.98 N,157-34.98 W,,,,,,SHUNGNAK 1:250000,02,50 MILES S-SW OF KOBUK; SOUTH SIDE OF PURCELL MTNS ON EAST BANK OF HAWK RIVER AT THE SOUTH END OF A,SPRING,,8,,,,,,CONCEALED,SPRING FLOWS INTO HAWK RIVER. NO CHEMICAL ANALYSIS AVAILABLE.,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEMPERATURE ESTIMATED AT +50 DEGREES C.,"MILLER AND OTHERS, 1973",U.S. GEOLOGICAL SURVEY
45000,HORNER HOT SPRINGS,,,,9,UNITED STATES,ALASKA,,64-55.33 N,154-50.23 W,06S,020E,33,NW OF NW OF SW,,RUBY D-4 1:63360,02,5 MILES BELOW KOKRINES; 25 MILES NE OF RUBY ON THE NORTH SIDE OF THE YUKON RIVER.,SPRING,,15,1915/08/10,"WARING, G.A.",L/MIN,,,SPRINGS ARE IN FRACTURED GRANITE OF A SMALL PLUTON. COUNTRY ROCK IS SCHIST.,SPRINGS ISSUE FROM A GRANITIC CLIFF 40 FT ABOVE A SMALL CREEK THAT EMPTIES INTO THE YUKON RIVER 3/4 MILE FROM THE SPRINGS. HAS SLIGHT TASTE AND ODOR OF H2S.,,,"DINSMORE, S.C.",MG/L,,47.0,95.0,95.0,,,,,,,,,,,,,,,292.0,,,0.2,,,,,,,,10.0,,,39.0,,32.0,,,,,,2.7,,,22.0,,,,,,3.0,,,58.0,58.0,,,,,,,,,,,,29.0,,45.0,,,,,,,,,,,,,,,,B4O7 = NONE.,,"WARING, 1917",UNIVERSITY OF ALASKA
45031,HOT SPRING ON NORTH ARM OF PERIL STRAIT,,,,66,UNITED STATES,ALASKA,,57-46.26 N,135-49.20 W,47S,059E,26,SW OF NW OF NW,,SITKA D-6 1:63360,03,,SPRING,,,1915/06/29,"WARING, G.A.",,,,,,,,,PPM,,38.3,,,,,,,,,,,,,,,,,786.0,,,5.3,,,,,,,,37.0,,,133.0,,,,,,,,1.4,,,35.0,,,,3.8,,11.0,,,206.0,,,,,1.0,,,,,,,,40.0,,329.0,,,,,,,,,,,,,,,,,,"WARING, 1917; MILLER, 1973",UNIVERSITY OF ALASKA
